Position	Name	Country	Shooting	Speed	Defense	Goalkeeping	Overall	Rank	Region	Age
GK	Javier Guerra	Panama	0	0	37	42	41.42	12	America	28
GK	Sergio Gutierrez	Mexico	0	0	32	43	41.23	13	America	30
GK	Radu Dragomir	Romania	0	0	39	41	41.01	14	Europe	29
GK	Ekanit Yooyen	Thailand	0	0	25	44	40.64	15	International	29
GK	Ahmed Saleh	Oman	0	0	28	43	40.43	16	Mediterranean	29
GK	Sven Sjoberg	Sweden	0	0	23	44	40.24	17	Europe	38
GK	Janos Meszaros	Hungary	0	0	31	42	40.22	18	Europe	35
GK	Dmitriy Shevchenko	Russia	0	0	26	43	40.03	19	Europe	27
GK	Marcel Kuiper	Netherlands	0	0	38	40	40	20	Prime	36
GK	Martin Lang	Austria	0	0	42	39	39.99	21	Europe	27
GK	Kenneth Wright	Scotland	0	0	37	40	39.8	22	Prime	31
GK	Tadashi Sato	Japan	0	0	36	40	39.6	23	International	34
GK	Neil Wright	Wales	0	0	26	42	39.22	24	Prime	31
GK	Pedro Reis	Portugal	0	0	46	37	39.17	25	Mediterranean	26
GK	Miroslav Pavlovic	Croatia	0	0	21	43	39.03	26	Mediterranean	29
GK	Vicente Salazar	Ecuador	0	0	37	39	38.99	27	International	35
GK	Alcides Cabrera	Paraguay	0	0	41	38	38.98	28	International	29
GK	Rolf Schulze	Germany	0	0	41	38	38.98	29	Prime	30
GK	Eddy van den Broeck	Belgium	0	0	24	42	38.82	30	Prime	33
GK	Tomislav Rakic	Serbia	0	0	31	40	38.6	31	Europe	30
GK	Dexter Edwards	Trinidad and Tobago	0	0	43	37	38.57	32	America	26
GK	Andrej Kos	Slovenia	0	0	30	40	38.4	33	Europe	26
GK	Marc Sanon	Haiti	0	0	34	39	38.39	34	America	31
GK	Edgar Rojas	Venezuela	0	0	42	37	38.37	35	International	32
GK	Vicente Acuna	Argentina	0	0	21	42	38.22	36	International	29
GK	Mario Appindangoyé	Gabon	0	0	24	41	38.01	37	International	37
GK	Enrique Ortega	Spain	0	0	36	38	37.98	38	Mediterranean	32
GK	Ljubomir Jovanovic	Montenegro	0	0	39	37	37.77	39	Mediterranean	27
GK	Mario Morales	Costa Rica	0	0	22	41	37.61	40	America	29
GK	Robson Medeiros	Brazil	0	0	25	40	37.4	41	International	27
GK	Krasimi Georgiev	Bulgaria	0	0	33	38	37.38	42	Europe	30
GK	Wilmer Paz	Honduras	0	0	37	37	37.37	43	America	31
GK	Pedro Huaman	Peru	0	0	20	41	37.21	44	International	33
GK	Serhei Tkachenko	Ukraine	0	0	24	40	37.2	45	Europe	30
GK	Cassius Reed	United States	0	0	24	40	37.2	46	America	27
GK	Ahmet Ozcan	Turkey	0	0	28	39	37.19	47	Mediterranean	35
GK	Cieran McCormick	Northern Ireland	0	0	36	37	37.17	48	Prime	35
GK	Markus Schneider	Switzerland	0	0	23	40	37	49	Europe	30
GK	German Arias	Colombia	0	0	47	34	36.94	50	International	25
GK	Eero Salo	Finland	0	0	22	40	36.8	51	Europe	35
GK	Mauricio Fuentes	Chile	0	0	26	39	36.79	52	International	25
GK	Hadisi Aengari	Solomon Islands	0	0	38	36	36.76	53	International	35
GK	Amr Shehab	Palestine	0	0	21	40	36.6	54	Mediterranean	36
GK	César Nyikeine	New Caledonia	0	0	37	36	36.56	55	International	36
GK	Mo Diallo	Senegal	0	0	28	38	36.38	56	International	26
GK	Piotr Nowicki	Poland	0	0	23	39	36.19	57	Europe	28
GK	Inaki Kudus	Ghana	0	0	26	38	35.98	58	International	36
GK	Gordon Hill	England	0	0	26	38	35.98	59	Prime	24
GK	Yves Leroux	France	0	0	34	36	35.96	60	Prime	35
GK	Pablo Ajan	Syria	0	0	29	37	35.77	61	Mediterranean	36
GK	Matthieu Dossevi	Togo	0	0	33	36	35.76	62	International	27
GK	Oliver O'Donnell	Ireland	0	0	32	36	35.56	63	Prime	29
GK	Jorge Canales	Puerto Rico	0	0	36	35	35.55	64	America	25
GK	Zoran Atanasov	Macedonia	0	0	31	36	35.36	65	Europe	35
GK	Reza Jafari	Iran	0	0	39	34	35.34	66	Mediterranean	30
GK	Sokol Gjoka	Albania	0	0	22	38	35.18	67	Mediterranean	26
GK	Aly Ba	Mauritania	0	0	34	35	35.15	68	International	32
GK	Slavko Maric	Bosnia and Herzegovina	0	0	21	38	34.98	69	Europe	23
GK	Lars Pedersen	Norway	0	0	25	37	34.97	70	Europe	27
GK	Tim Moore	Canada	0	0	33	35	34.95	71	America	31
GK	Evan Lilipaly	Indonesia	0	0	36	34	34.74	72	International	35
GK	Hugo Pop	Guatemala	0	0	23	37	34.57	73	America	32
GK	Rabih El Zein	Lebanon	0	0	27	36	34.56	74	Mediterranean	36
GK	Zakhele Makgopa	South Africa	0	0	31	35	34.55	75	International	34
GK	Antonio de Luca	Italy	0	0	22	37	34.37	76	Mediterranean	27
GK	John Muwanga	Uganda	0	0	30	35	34.35	77	International	31
GK	Stasys Petrauskas	Lithuania	0	0	34	34	34.34	78	Europe	31
GK	David Ouma	Kenya	0	0	21	37	34.17	79	International	33
GK	Jordi Velasco	Spain	0	0	21	37	34.17	80	Mediterranean	31
GK	Qasim Jawad	Iraq	0	0	25	36	34.16	81	Mediterranean	32
GK	Sekou Kante	Mali	0	0	29	35	34.15	82	International	27
GK	Ruben Levya	Cuba	0	0	41	32	34.12	83	America	31
GK	Victor Choque	Bolivia	0	0	20	37	33.97	84	International	32
GK	Luca Tamagnini	San Marino	0	0	24	36	33.96	85	Mediterranean	35
GK	Abdel Aziz	Morocco	0	0	23	36	33.76	86	Mediterranean	30
GK	Issa Sore	Burkina Faso	0	0	27	35	33.75	87	International	25
GK	Bjorn Halldorsson	Iceland	0	0	31	34	33.74	88	Europe	25
GK	Edgars Ozolins	Latvia	0	0	39	32	33.72	89	Europe	28
GK	Aleksandr Oja	Estonia	0	0	26	35	33.55	90	Europe	27
GK	Valon Gashi	Kosovo	0	0	25	35	33.35	91	Europe	34
GK	Saïd Djaloud	Comoros	0	0	29	34	33.34	92	International	31
GK	Miroslav Balaz	Slovakia	0	0	33	33	33.33	93	Europe	32
GK	Brahima Kamagate	Cote d'Ivoire	0	0	45	30	33.3	94	International	31
GK	Maksim Zhuk	Belarus	0	0	20	36	33.16	95	Europe	26
GK	Gilberto Cruz	Belize	0	0	32	33	33.13	96	America	38
GK	Collins Sunzu	Zambia	0	0	31	33	32.93	97	International	30
GK	Shane Taylor	Australia	0	0	34	32	32.72	98	International	28
GK	Anicet Abel	Madagascar	0	0	38	31	32.71	99	International	32
GK	Yahya Lima	United Arab Emirates	0	0	33	32	32.52	100	Mediterranean	24
GK	Tamirlan Alykulov	Kyrgyzstan	0	0	37	31	32.51	101	Europe	32
GK	Ilias Vasileiadis	Greece	0	0	20	35	32.35	102	Mediterranean	30
GK	Manfred Beck	Liechtenstein	0	0	24	34	32.34	103	Europe	35
GK	Abuaagla Bakhit	Sudan	0	0	23	34	32.14	104	Mediterranean	26
GK	James Bahadoran	Philippines	0	0	38	30	31.9	105	International	28
GK	Lawrence Grech	Malta	0	0	21	34	31.74	106	Mediterranean	27
GK	Gelson Costa	Angola	0	0	25	33	31.73	107	International	24
GK	Ian Ballester	Gibraltar	0	0	29	32	31.72	108	Mediterranean	24
GK	Filipe Bauque	Mozambique	0	0	33	31	31.71	109	International	24
GK	Ilaix Kamano	Guinea	0	0	24	33	31.53	110	International	29
GK	Marvin Castillo	Nicaragua	0	0	28	32	31.52	111	America	33
GK	Igor Turcan	Moldova	0	0	23	33	31.33	112	Europe	30
GK	Patrick Sands	Bahamas	0	0	22	33	31.13	113	America	27
GK	Junior Koi	Papua New Guinea	0	0	30	31	31.11	114	International	28
GK	Parviz Dzhalilov	Tajikistan	0	0	34	30	31.1	115	International	25
GK	Francois Engel	Luxembourg	0	0	33	30	30.9	116	Europe	24
GK	Yannick Bakambu	Congo DR	0	0	24	32	30.72	117	International	37
GK	Lin Liangming	China	0	0	32	30	30.7	118	International	32
GK	Hamza Jallow	The Gambia	0	0	27	31	30.51	119	International	34
GK	Rajeev Ali	Qatar	0	0	31	30	30.5	120	Mediterranean	32
GK	Jason Watson	New Zealand	0	0	35	29	30.49	121	International	30
GK	Omar Mady	Egypt	0	0	30	30	30.3	122	Mediterranean	32
GK	Brian Clark	Vanuatu	0	0	21	32	30.12	123	International	29
GK	Alisher Abudllayev	Uzbekistan	0	0	25	31	30.11	124	International	38
GK	Cyril Hippolyte	Saint Lucia	0	0	29	30	30.1	125	America	31
GK	Josefa Prasad	Fiji	0	0	20	32	29.92	126	America	30
GK	Ali Benali	Libya	0	0	24	31	29.91	127	Mediterranean	27
GK	Nelson Portillo	El Salvador	0	0	28	30	29.9	128	America	25
GK	Sunday Eze	Nigeria	0	0	23	31	29.71	129	International	30
GK	Kamal Ben-Amor	Tunisia	0	0	27	30	29.7	130	Mediterranean	28
GK	Hany Alzahrani	Saudi Arabia	0	0	22	31	29.51	131	Mediterranean	26
GK	Patrick Boyce	Barbados	0	0	26	30	29.5	132	America	32
GK	Roi Joensen	Faroe Islands	0	0	30	29	29.49	133	Europe	27
GK	Abdulla Al-Aswad	Bahrain	0	0	21	31	29.31	134	Mediterranean	29
GK	Raed Khatib	Jordan	0	0	33	28	29.28	135	Mediterranean	27
GK	Carlos Akapo	Equatorial Guinea	0	0	24	30	29.1	136	International	29
GK	Marios Charalambous	Cyprus	0	0	28	29	29.09	137	Mediterranean	35
GK	Maximo Ventura	Dominican Republic	0	0	23	30	28.9	138	America	24
GK	Martin Hamadou	Cameroon	0	0	31	28	28.88	139	International	28
GK	Syafiq Rasid	Malaysia	0	0	22	30	28.7	140	International	32
GK	Vu Tien Linh	Vietnam	0	0	26	29	28.69	141	International	31
GK	Sunil Kotal	India	0	0	21	30	28.5	142	International	31
GK	Jodel Poté	Benin	0	0	28	28	28.28	143	International	29
GK	Dankwa Madjid	Niger	0	0	36	26	28.26	144	International	28
GK	Lorenzo Tehau	Tahiti	0	0	26	28	27.88	145	International	25
GK	Cecil Brown	Jamaica	0	0	25	28	27.68	146	America	30
GK	Ole Lynge	Greenland	0	0	20	29	27.49	147	America	35
GK	Sergi dos Santos	Andorra	0	0	30	25	26.25	148	Mediterranean	31
GK	Philippe Bergoglio	Vatican City	0	0	28	23	24.23	149	Mediterranean	27
GK	Kenny Duarte	Cabo Verde	0	0	31	21	23.21	150	International	28
GK	John Msuva	Tanzania	0	0	23	22	22.42	151	International	25
GK	Sulaiman Al-Khaldi	Kuwait	0	0	23	20	20.8	152	Mediterranean	29
GK	Angel Sierra	Colombia	0	0	38	0	7.6	153	International	24
MID	Wolfgang Koch	Germany	41	50	44	0	46.7541	1	Prime	27
MID	Sergio Alves	Portugal	38	49	46	0	45.9938	2	Mediterranean	27
MID	Carlos Pereira	Portugal	43	48	38	0	44.7343	3	Mediterranean	26
MID	Francisco Castillo	Panama	32	48	45	0	43.7332	4	America	24
MID	Vincent van de Velde	Belgium	46	50	26	0	43.5046	5	Prime	28
MID	Jurgen Richter	Germany	38	48	38	0	43.4838	6	Prime	27
MID	Jacques Lemaire	France	31	47	47	0	43.4731	7	Prime	35
MID	Soren Holm	Denmark	33	45	48	0	43.2033	8	Europe	33
MID	Roberjt Grgic	Croatia	42	40	48	0	42.9042	9	Mediterranean	30
MID	Bernard Michel	France	36	50	33	0	42.7536	10	Prime	31
MID	Nigel Maharaj	Trinidad and Tobago	38	47	37	0	42.7238	11	America	25
MID	Adrian Llewellyn	Wales	39	45	40	0	42.7039	12	Prime	26
MID	Lisandro Romero	Argentina	31	50	37	0	42.5031	13	International	29
MID	Ramon Perdomo	Uruguay	35	44	45	0	42.4435	14	International	31
MID	Edgar Jimenez	Colombia	38	46	37	0	42.2138	15	International	28
MID	Mario Sosa	Croatia	29	46	45	0	41.9629	16	Mediterranean	26
MID	Thierry Payet	France	30	48	39	0	41.733	17	Prime	32
MID	Sergio Baez	Paraguay	28	49	38	0	41.4928	18	International	29
MID	Patricio Torres	Chile	32	46	40	0	41.4632	19	International	28
MID	Dayot Hernandez	France	32	48	35	0	41.2332	20	Prime	22
MID	Kim Si-Yeon	South Korea	21	48	46	0	41.2321	21	International	26
MID	Raul Ortiz	Mexico	32	45	41	0	41.2032	22	America	29
MID	Stuart Holmes	England	39	49	24	0	40.7439	23	Prime	30
MID	Zoran Ilic	Serbia	37	48	28	0	40.7337	24	Europe	28
MID	Arthur Kakuta	Congo DR	30	48	35	0	40.733	25	International	31
MID	Kristjan Jonsson	Iceland	31	45	40	0	40.7031	26	Europe	34
MID	Bailey Myers-Morgan	United States	34	45	36	0	40.4534	27	America	32
MID	Mustapha Hakimi	Morocco	34	43	40	0	40.4334	28	Mediterranean	30
MID	Marcelo da Silva	Brazil	36	50	23	0	40.2536	29	International	34
MID	Ruben Schar	Switzerland	28	47	37	0	40.2228	30	Europe	25
MID	Roberto Sosa	Argentina	35	48	27	0	39.9835	31	International	26
MID	Pedro Flores	Argentina	40	43	32	0	39.934	32	International	28
MID	Kalidou Koulibaly	Senegal	27	43	45	0	39.9327	33	International	27
MID	Petr Navratil	Czechia	35	39	44	0	39.6435	34	Europe	27
MID	Marc Watkins	England	37	37	46	0	39.6237	35	Prime	35
MID	Marc Renard	Belgium	45	34	44	0	39.5945	36	Prime	36
MID	William Davies	New Zealand	32	44	36	0	39.4432	37	International	32
MID	Josef Steiner	Austria	29	40	47	0	39.4029	38	Europe	26
MID	Milan Marjanovic	Bosnia and Herzegovina	29	41	44	0	39.1629	39	Europe	29
MID	Sergio Almeida	Brazil	28	47	32	0	38.9728	40	International	24
MID	Gilberto Delgado	Puerto Rico	32	45	32	0	38.9532	41	America	25
MID	Vitaliy Zabarnyi	Ukraine	29	45	35	0	38.9529	42	Europe	22
MID	Eamon Murphy	Ireland	24	44	42	0	38.9424	43	Prime	31
MID	Jan Johansen	Norway	30	42	40	0	38.923	44	Europe	25
MID	Adrian Johnson	Trinidad and Tobago	39	40	35	0	38.9039	45	America	23
MID	Edward Gauthier	Canada	27	47	32	0	38.7227	46	America	27
MID	Ko Kamada	Japan	32	43	35	0	38.6832	47	International	25
MID	Vyktor Kovalenko	Ukraine	35	40	38	0	38.6535	48	Europe	29
MID	Sawyer Marshall	United States	33	40	40	0	38.6533	49	America	29
MID	Brandon Vargas	Costa Rica	32	40	41	0	38.6532	50	America	25
MID	Alvaro Viera	Uruguay	28	40	44	0	38.4028	51	International	37
MID	Gerardo Perez	Uruguay	32	36	48	0	38.3632	52	International	27
MID	Stefan Winter	Germany	34	44	29	0	38.1934	53	Prime	29
MID	Knox Fletcher	United States	29	44	34	0	38.1929	54	America	36
MID	Helgi Magnusson	Iceland	26	41	43	0	38.1626	55	Europe	29
MID	Zeljko Vukevic	Bosnia and Herzegovina	26	39	47	0	38.1426	56	Europe	25
MID	Casey Myers-Morgan	United States	30	38	45	0	38.133	57	America	30
MID	Vasylyi Yvanova	Ukraine	32	49	20	0	37.9932	58	Europe	31
MID	Jeremie Frimpong	Netherlands	29	44	33	0	37.9429	59	Prime	27
MID	Jovan Trajkovic	Serbia	32	41	36	0	37.9132	60	Europe	29
MID	Mitchell Duke	Australia	31	40	39	0	37.9031	61	International	26
MID	Rafael Parra	Venezuela	33	37	43	0	37.8733	62	International	32
MID	Yannick Barbier	France	32	37	44	0	37.8732	63	Prime	36
MID	Amadou Onana	Belgium	39	32	47	0	37.8239	64	Prime	28
MID	Jorge Quesada	Costa Rica	26	45	33	0	37.7026	65	America	34
MID	Fabian Gomez	Paraguay	26	41	41	0	37.6626	66	International	37
MID	Gabriel Magalhaes	Brazil	33	40	36	0	37.6533	67	International	26
MID	Jaxson Wilder	United States	29	40	40	0	37.6529	68	America	34
MID	Edwin Ruiz	Colombia	32	47	22	0	37.4732	69	International	32
MID	Alvaro Vazquez	Spain	40	43	22	0	37.434	70	Mediterranean	38
MID	Aissa Bounedjah	Algeria	34	39	36	0	37.3934	71	Mediterranean	31
MID	Huseyin Sahin	Turkey	26	38	46	0	37.3826	72	Mediterranean	25
MID	Salvatore Moretti	Italy	28	48	23	0	37.2328	73	Mediterranean	29
MID	Salisu Abdul Samed	Ghana	35	45	22	0	37.2035	74	International	27
MID	Zoltan Kocsis	Hungary	36	43	25	0	37.1836	75	Europe	30
MID	Elias Matsimbe	Mozambique	29	41	35	0	36.9129	76	International	36
MID	Peter Meijer	Netherlands	38	41	25	0	36.6638	77	Prime	29
MID	Ari Korhonen	Finland	39	34	38	0	36.5939	78	Europe	32
MID	Said Taleb	Algeria	38	40	26	0	36.4038	79	Mediterranean	27
MID	Teboho Tau	South Africa	27	48	20	0	36.2327	80	International	28
MID	Evidence Tau	South Africa	30	45	23	0	36.203	81	International	29
MID	Denis Chevalier	France	28	39	37	0	36.1428	82	Prime	30
MID	Ramos Marrero	Cuba	33	35	40	0	36.1033	83	America	30
MID	Alejandro Garcia	Spain	35	31	46	0	36.0635	84	Mediterranean	31
MID	Desmond Bonnet	France	29	42	29	0	35.9229	85	Prime	30
MID	Rafael Tejeda	Dominican Republic	34	40	28	0	35.9034	86	America	31
MID	Alidu Mensah	Ghana	30	40	32	0	35.903	87	International	25
MID	Aka Dah	Cote d'Ivoire	34	38	32	0	35.8834	88	International	27
MID	Walid Harit	Morocco	25	35	47	0	35.8525	89	Mediterranean	22
MID	Andrzej Nowak	Poland	29	34	44	0	35.5929	90	Europe	35
MID	Rogelio Valencia	Mexico	22	44	30	0	35.4422	91	America	28
MID	Stavros Giannopoulos	Greece	33	42	23	0	35.4233	92	Mediterranean	35
MID	Franz Ospelt	Liechtenstein	25	42	31	0	35.4225	93	Europe	28
MID	Pieter van Vliet	Netherlands	31	40	29	0	35.4031	94	Prime	35
MID	Federico Barella	Italy	24	35	46	0	35.3524	95	Mediterranean	30
MID	Manuel Gonçalves	Angola	35	33	39	0	35.3335	96	International	31
MID	Vicente Mendez	Guatemala	32	33	42	0	35.3332	97	America	28
MID	Andrey Zaitsev	Russia	20	47	25	0	35.222	98	Europe	29
MID	Phil Schröck	Philippines	26	41	31	0	35.1626	99	International	33
MID	Istvan Kiss	Hungary	32	38	31	0	35.1332	100	Europe	27
MID	Med Mansour	Tunisia	28	37	37	0	35.1228	101	Mediterranean	29
MID	Thomas Anderson	Scotland	29	36	38	0	35.1129	102	Prime	36
MID	Wayne Harrison	England	31	41	25	0	34.9131	103	Prime	29
MID	Jani Rasanen	Finland	41	38	21	0	34.8841	104	Europe	36
MID	Rafael Borré	Colombia	33	29	47	0	34.7933	105	International	38
MID	Musa Musa	Nigeria	28	43	23	0	34.6828	106	International	28
MID	Jorge Molina	Ecuador	33	42	20	0	34.6733	107	International	32
MID	Fernando Reyes	Nicaragua	29	39	30	0	34.6429	108	America	35
MID	James Delva	Haiti	23	38	38	0	34.6323	109	America	29
MID	Amir Zare	Iran	37	37	26	0	34.6237	110	Mediterranean	32
MID	Azamat Zemlianukhin	Kyrgyzstan	31	37	32	0	34.6231	111	Europe	27
MID	Enrique Blanco	Cuba	28	33	43	0	34.5828	112	America	27
MID	Marc Tremblay	Canada	23	46	20	0	34.2123	113	America	35
MID	Branko Novac	Slovenia	28	42	23	0	34.1728	114	Europe	34
MID	Bajram Sylejmani	Kosovo	24	42	27	0	34.1724	115	Europe	32
MID	Abo Samir	Egypt	25	39	32	0	34.1425	116	Mediterranean	36
MID	Pansa Kaman	Thailand	29	37	32	0	34.1229	117	International	31
MID	Werner Frei	Switzerland	31	36	32	0	34.1131	118	Europe	27
MID	Johan Charlier	Belgium	44	24	43	0	33.9944	119	Prime	30
MID	Kim Min-Jun	South Korea	31	39	25	0	33.8931	120	International	28
MID	Valentin Ionescu	Romania	31	37	29	0	33.8731	121	Europe	23
MID	Felipe Pinheiro	Brazil	30	37	30	0	33.873	122	International	35
MID	Malcolm Hopkins	Wales	29	37	31	0	33.8729	123	Prime	31
MID	Didier Bouanga	Gabon	37	32	33	0	33.8237	124	International	29
MID	Michal Fialova	Czechia	37	31	35	0	33.8137	125	Europe	30
MID	Marjan Krajnc	Slovenia	23	34	42	0	33.5923	126	Europe	28
MID	Moussa Amani	Cote d'Ivoire	31	33	36	0	33.5831	127	International	31
MID	Ammar Krouma	Syria	24	43	22	0	33.4324	128	Mediterranean	31
MID	Nico Soria	Argentina	22	40	30	0	33.4022	129	International	27
MID	Arben Sulaj	Albania	34	36	26	0	33.3634	130	Mediterranean	29
MID	Jiang Linpeng	China	29	30	43	0	33.3029	131	International	26
MID	Omar Ajan	Syria	26	39	27	0	33.1426	132	Mediterranean	26
MID	Yousef Al-Harbi	Kuwait	23	39	30	0	33.1423	133	Mediterranean	36
MID	Stojan Petrovska	Macedonia	26	36	33	0	33.1126	134	Europe	25
MID	Ramesh Shrestha	Qatar	22	36	37	0	33.1122	135	Mediterranean	30
MID	Hugo Villalba	Paraguay	31	30	40	0	33.0531	136	International	27
MID	Rob Brouwer	Netherlands	31	27	46	0	33.0231	137	Prime	35
MID	Agron Lleshi	Albania	39	26	40	0	33.0139	138	Mediterranean	27
MID	Ryan Cabral	Cabo Verde	24	42	22	0	32.9224	139	International	35
MID	Aleksandr Kallas	Estonia	28	40	22	0	32.9028	140	Europe	26
MID	Sahal Fernandes	India	24	40	26	0	32.9024	141	International	30
MID	Ismet Hasani	Kosovo	23	38	31	0	32.8823	142	Europe	28
MID	Gabriel Juarez	Mexico	31	37	25	0	32.8731	143	America	37
MID	Roy Foster	England	23	37	33	0	32.8723	144	Prime	30
MID	Stefan Todorov	Bulgaria	30	36	28	0	32.863	145	Europe	24
MID	Boukare Diallo	Burkina Faso	34	31	34	0	32.8134	146	International	32
MID	Morten Rasmussen	Denmark	35	26	43	0	32.7635	147	Europe	30
MID	Godine Thomas	Vanuatu	29	40	20	0	32.6529	148	International	30
MID	Emilio Anieboh	Equatorial Guinea	22	39	29	0	32.6422	149	International	36
MID	Que Tien Linh	Vietnam	33	37	22	0	32.6233	150	International	29
MID	Anders Lindstrom	Sweden	30	36	27	0	32.613	151	Europe	35
MID	Diallo El Id	Mauritania	26	34	35	0	32.5926	152	International	30
MID	Carlos Torres	Mexico	37	32	28	0	32.5737	153	America	32
MID	Nelson Perdomo	Uruguay	29	29	42	0	32.5429	154	International	27
MID	Heimano Roche	Tahiti	29	38	23	0	32.3829	155	International	30
MID	Pere Munoz	Andorra	26	35	32	0	32.3526	156	Mediterranean	35
MID	Fredrik Johansson	Sweden	28	34	32	0	32.3428	157	Europe	31
MID	Hideo Ogawa	Japan	31	32	33	0	32.3231	158	International	37
MID	Andres Caceres	Argentina	30	32	34	0	32.323	159	International	35
MID	Aleksandr Kuznetsov	Russia	29	38	22	0	32.1329	160	Europe	32
MID	Cristian Rivera	Chile	27	37	26	0	32.1227	161	International	32
MID	Abdalla Eisa	United Arab Emirates	25	34	34	0	32.0925	162	Mediterranean	34
MID	Felix Jradi	Lebanon	24	34	35	0	32.0924	163	Mediterranean	36
MID	Dejan Popovic	Montenegro	35	31	30	0	32.0635	164	Mediterranean	25
MID	Feisal Mtoni	Tanzania	31	31	34	0	32.0631	165	International	33
MID	Orlando Centeno	Nicaragua	33	30	34	0	32.0533	166	America	35
MID	Greg Cooper	Australia	36	29	33	0	32.0436	167	International	36
MID	Peter Ramirez	Belize	21	38	29	0	31.8821	168	America	28
MID	Algimantas Zilinskas	Lithuania	29	36	25	0	31.8629	169	Europe	29
MID	Abdel Aziz Abid	Morocco	21	36	33	0	31.8621	170	Mediterranean	20
MID	Charles Stewart	Scotland	25	35	31	0	31.8525	171	Prime	28
MID	Gheorghe Cristea	Romania	28	34	30	0	31.8428	172	Europe	32
MID	Asnawi Fajrin	Indonesia	36	29	32	0	31.7936	173	International	26
MID	Rachid Tahiri	Morocco	26	29	42	0	31.7926	174	Mediterranean	25
MID	Garry Santos	Cabo Verde	23	41	20	0	31.6623	175	International	30
MID	Francisco Rodrigues	Angola	23	38	26	0	31.6323	176	International	25
MID	John Bugeja	Malta	22	38	27	0	31.6322	177	Mediterranean	32
MID	Theo Masuaku	Congo DR	25	37	26	0	31.6225	178	International	26
MID	Sheriddin Vasiev	Tajikistan	29	34	28	0	31.5929	179	International	30
MID	Emmanuel Okello	Uganda	27	32	34	0	31.5727	180	International	27
MID	Domingo Ordonez	Guatemala	33	31	30	0	31.5633	181	America	26
MID	Pierre Ngono	Cameroon	31	31	32	0	31.5631	182	International	27
MID	Kassim Alhadhur	Comoros	28	27	43	0	31.5228	183	International	33
MID	Enrique Aguilar	Peru	40	26	33	0	31.514	184	International	25
MID	Marcio de Araujo	Brazil	28	37	22	0	31.3728	185	International	27
MID	Nando Pijnaker	New Zealand	31	36	21	0	31.3631	186	International	26
MID	Mone Wamowe	New Caledonia	26	36	26	0	31.3626	187	International	26
MID	Evangelos Mylonas	Greece	35	34	21	0	31.3435	188	Mediterranean	26
MID	Constantin Prodan	Moldova	25	34	31	0	31.3425	189	Europe	35
MID	Shahid Khan	Saudi Arabia	34	30	30	0	31.3034	190	Mediterranean	28
MID	Tomasi Devi	Fiji	27	30	37	0	31.3027	191	America	30
MID	German Salazar	Colombia	36	28	32	0	31.2836	192	International	22
MID	Manuel Amador	Honduras	23	38	24	0	31.1323	193	America	29
MID	Georges Béaruné	New Caledonia	22	37	27	0	31.1222	194	International	37
MID	Moulaye Guidileye	Mauritania	27	35	26	0	31.1027	195	International	27
MID	Jean Roberts	Bahamas	31	33	26	0	31.0831	196	America	32
MID	Jovan Stojanovski	Macedonia	34	32	25	0	31.0734	197	Europe	24
MID	Hassan Ataya	Lebanon	27	31	34	0	31.0627	198	Mediterranean	30
MID	Clyde Gittens	Barbados	33	28	34	0	31.0333	199	America	37
MID	Juan Apaza	Bolivia	28	37	20	0	30.8728	200	International	36
MID	Arshad Yadav	Qatar	27	35	25	0	30.8527	201	Mediterranean	28
MID	Jorge Sanchez	Mexico	33	34	21	0	30.8433	202	America	32
MID	Valerijs Priede	Latvia	35	32	23	0	30.8235	203	Europe	31
MID	Komail Al-Aswad	Bahrain	27	32	31	0	30.8227	204	Mediterranean	26
MID	Edwin Lopez	Panama	33	29	31	0	30.7933	205	America	27
MID	Pascal Ferreira	Luxembourg	25	29	39	0	30.7925	206	Europe	27
MID	Jamie Price	England	37	26	33	0	30.7637	207	Prime	30
MID	Juraj Szabo	Slovakia	26	37	21	0	30.6226	208	Europe	25
MID	Floyd Adebayor	Togo	21	35	30	0	30.6021	209	International	26
MID	Agustin Lara	Spain	21	35	30	0	30.6021	210	Mediterranean	28
MID	Kassaly Hainikoye	Niger	27	34	26	0	30.5927	211	International	35
MID	Tareq Al-Ghamdi	Saudi Arabia	30	33	25	0	30.583	212	Mediterranean	28
MID	Jacek Majewski	Poland	26	24	47	0	30.4926	213	Europe	31
MID	Saeed Sadeghi	Iran	33	22	44	0	30.4733	214	Mediterranean	29
MID	Johan Post	Netherlands	23	34	29	0	30.3423	215	Prime	34
MID	Luis Gallese	Peru	35	31	23	0	30.3135	216	International	34
MID	Stefan Meier	Switzerland	40	29	22	0	30.294	217	Europe	34
MID	Yukio Ono	Japan	33	29	29	0	30.2933	218	International	28
MID	Georgios Christofi	Cyprus	37	25	33	0	30.2537	219	Mediterranean	27
MID	Antoine Semenyo	Ghana	39	24	33	0	30.2439	220	International	25
MID	Jonathan Carmichael	United States	29	24	43	0	30.2429	221	America	32
MID	Ricardo Mejia	El Salvador	23	37	22	0	30.1223	222	America	38
MID	Hugh McAuley	Northern Ireland	29	33	24	0	30.0829	223	Prime	36
MID	Lalaina Amada	Madagascar	26	33	27	0	30.0826	224	International	29
MID	Joseph Wari	Papua New Guinea	28	30	31	0	30.0528	225	International	29
MID	Carlo D'Amico	Italy	23	30	36	0	30.0523	226	Mediterranean	35
MID	Vicente Tavarez	Dominican Republic	39	29	22	0	30.0439	227	America	27
