Team	League	Identity	Budget	Spent	Player Name	Position	Country	Rating	Cost
Montreal Coureurs	Backyard	Control	136.0	136.0	Arthur Kayembe	DEF	Congo DR	34.7167	10.12
Montreal Coureurs	Backyard	Control	136.0	136.0	Armando Dominguez	DEF	Cuba	34.6971	11.17
Montreal Coureurs	Backyard	Control	136.0	136.0	Youssouf M'Changama	DEF	Comoros	31.1566	6.63
Tijuana Vaqueros	Backyard	Balanced	135.0	134.3	Guadalupe Moreno	FWD	Mexico	40.6541	29.06
Tijuana Vaqueros	Backyard	Balanced	135.0	134.3	Scott Robinson	FWD	Canada	37.1721	18.85
Tijuana Vaqueros	Backyard	Balanced	135.0	134.3	Ahmet Ozcan	GK	Turkey	37.19	16.85
Tijuana Vaqueros	Backyard	Balanced	135.0	134.3	Rogelio Valencia	MID	Mexico	35.4422	16.03
Tijuana Vaqueros	Backyard	Balanced	135.0	134.3	Phil Schröck	MID	Philippines	35.1626	14.36
Tijuana Vaqueros	Backyard	Balanced	135.0	134.3	Liu Lei	DEF	China	34.4129	9.84
Tijuana Vaqueros	Backyard	Balanced	135.0	134.3	Kassaly Hainikoye	MID	Niger	30.5927	6.5
Tijuana Vaqueros	Backyard	Balanced	135.0	134.3	Jaime Chavarria	DEF	Nicaragua	30.8227	6.81
Tijuana Vaqueros	Backyard	Balanced	135.0	134.3	Carlos Vieira	DEF	Brazil	30.8133	6.99
Washington Justice	Backyard	Control	128.0	127.56	Marc Sanon	GK	Haiti	38.39	17.54
Washington Justice	Backyard	Control	128.0	127.56	Vojislav Milic	FWD	Montenegro	36.1426	17.75
Washington Justice	Backyard	Control	128.0	127.56	Spyridon Karagiannis	FWD	Greece	36.0941	16.48
Washington Justice	Backyard	Control	128.0	127.56	Guillaume Deschamps	DEF	France	35.4329	12.11
Washington Justice	Backyard	Control	128.0	127.56	Siyanda Zwane	DEF	South Africa	35.3639	12.25
Washington Justice	Backyard	Control	128.0	127.56	Johan Charlier	MID	Belgium	33.9944	11.88
Washington Justice	Backyard	Control	128.0	127.56	Martin Patiño	DEF	Philippines	34.3538	9.0
Washington Justice	Backyard	Control	128.0	127.56	Yukio Ono	MID	Japan	30.2933	6.5
Washington Justice	Backyard	Control	128.0	127.56	Jonathan Carmichael	MID	United States	30.2429	7.56
Detroit Firebirds	Backyard	Offense	126.0	126.0	Joel Hosein	FWD	Trinidad and Tobago	38.442	25.62
Detroit Firebirds	Backyard	Offense	126.0	126.0	Neville Grant	FWD	Jamaica	37.143	20.74
Detroit Firebirds	Backyard	Offense	126.0	126.0	Mauricio Fuentes	GK	Chile	36.79	14.66
Detroit Firebirds	Backyard	Offense	126.0	126.0	Felipe Pinheiro	MID	Brazil	33.873	11.62
Detroit Firebirds	Backyard	Offense	126.0	126.0	Felix Cardozo	DEF	Paraguay	34.6866	10.61
Detroit Firebirds	Backyard	Offense	126.0	126.0	Cesar Romero	DEF	Mexico	34.4621	9.99
Detroit Firebirds	Backyard	Offense	126.0	126.0	Nico Soria	MID	Argentina	33.4022	10.77
Detroit Firebirds	Backyard	Offense	126.0	126.0	Clyde Gittens	MID	Barbados	31.0333	7.76
Detroit Firebirds	Backyard	Offense	126.0	126.0	Graham Chapman	DEF	England	30.6073	5.24
Denver Torrent	Backyard	Defense	126.0	126.0	Edgar Rojas	GK	Venezuela	38.37	20.11
Denver Torrent	Backyard	Defense	126.0	126.0	Geraldo Faife	FWD	Mozambique	36.3442	17.21
Denver Torrent	Backyard	Defense	126.0	126.0	Hassan Mohammadi	FWD	Iran	35.5939	14.24
Denver Torrent	Backyard	Defense	126.0	126.0	Javier Giraldo	DEF	Colombia	35.7861	13.32
Denver Torrent	Backyard	Defense	126.0	126.0	Abdoul Oumarou	DEF	Niger	35.0006	11.54
Denver Torrent	Backyard	Defense	126.0	126.0	Kim Min-Jun	MID	South Korea	33.8931	11.94
Denver Torrent	Backyard	Defense	126.0	126.0	Diego Correia	DEF	Brazil	34.4326	9.65
Denver Torrent	Backyard	Defense	126.0	126.0	Ricardo Mejia	MID	El Salvador	30.1223	6.87
Denver Torrent	Backyard	Defense	126.0	126.0	Hugh McAuley	MID	Northern Ireland	30.0829	6.13
