name,profile_path,first_name,last_name,initials,birthday,birth_year,birth_place,is_ivy,height,movie_credits,tv_credits,popularity
Eddie Murphy,/qgjMfefsKwSYsyCaIX46uyOXIpy.jpg,Eddie,Murphy,EM,1961-04-03,1961.0,"Brooklyn, New York City, New York, USA",False,,Shrek|Shrek 2|Mulan,Father of the Pride|Inside the Actors Studio|Saturday Night Live|Today|The Tonight Show with Jay Leno|LIVE with Kelly and Mark|The View|Tamron Hall|The Oprah Conversation|The PJs|Desus & Mero|Celebrities Uncensored|MTV Movie & TV Awards|The Tonight Show with Conan O'Brien|The Emmy Awards|Pretty Baby: Brooke Shields|The Daily Show|The True Story of...|Late Night with Seth Meyers|Saturday Night Live|The Tonight Show Starring Jimmy Fallon|The Drew Barrymore Show|MTV Video Music Awards|America's Next Top Model|Yo! MTV Raps|Jimmy Kimmel Live!|The Movies That Made Us|The Reichen Show|Comedians in Cars Getting Coffee|The Tonight Show Starring Johnny Carson|The Kelly Clarkson Show|Saturday Night Live|Stand-Up: The Laughing Therapy|Variety Studio: Actors on Actors|Beverly Hills Cop|Number One on the Call Sheet|The Jennifer Hudson Show|Golden Globe Awards|DreamWorks 6 Spooky Stories Collection|Dreamworks 5 Holiday Classics Collection|Friday People|Mark Twain Prize|Jimmy Kimmel Live!|Golden Globe Awards|Saturday Night Live|Saturday Night Live,3.7565
Elisabeth Shue,/1pmjDSLvOuqKW1P2KRPlpFMeUFe.jpg,Elisabeth,Shue,ES,1963-10-06,1963.0,"Wilmington, Delaware, USA",True,,Back to the Future Part II|Back to the Future Part III,The Ellen DeGeneres Show|CSI: Crime Scene Investigation|The View|The Early Show|Curb Your Enthusiasm|Late Night with Conan O'Brien|Call to Glory|On the Verge|The Oscars|Blunt Talk|The Boys Presents: Diabolical|Gen V|Super Pumped: The Battle for Uber|The Reichen Show|The Boys|Dream On|American Dad!|Reunited Apart|Cobra Kai|Cobra Kai|The Netflix Afterparty,3.7508
Dustin Hoffman,/yxNGnTiou25c3zjppT5dW2eWAve.jpg,Dustin,Hoffman,DH,1937-08-08,1937.0,"Los Angeles, California, USA",False,,Kung Fu Panda,"This Morning|The Simpsons|The Ellen DeGeneres Show|The Daily Show|Today|LIVE with Kelly and Mark|The Tonight Show with Jay Leno|Naked City|Curb Your Enthusiasm|MADtv|Liberty's Kids|ABC Stage 67|The Nurses|The Directors|V Graham Norton|The Defenders|The Defenders|The Oscars|Big Brother's Little Brother|Luck|American Masters|Naked City|Wetten, dass..?|The Mike Douglas Show|Finding Your Roots|Medici: Masters of Florence|Tony Awards|The Graham Norton Show|V.I.P. Schaukel|The Reichen Show|Rachael Ray|Spécial cinéma|Goldene Kamera|Kung Fu Panda: The Dragon Knight|Tony Awards|Coucou c'est nous !|Champs-Elysées|Treffpunkte|HBO First Look|Tony Awards|Golden Globe Awards|Golden Globe Awards|Stand-Up: The Laughing Therapy|Golden Globe Awards|Sacrée Soirée|Close Up|Film '72|Golden Globe Awards|The Merv Griffin Show|Golden Globe Awards",3.7428
Peter Dinklage,/9CAd7wr8QZyIN0E7nm8v1B6WkGn.jpg,Peter,Dinklage,PD,1969-06-11,1969.0,"Morristown, New Jersey, USA",False,,"X-Men: Days of Future Past|Three Billboards Outside Ebbing, Missouri",Third Watch|Game of Thrones|Threshold|The $treet|The Daily Show|Entourage|Nip/Tuck|I'm with Her|30 Rock|How to Become a Tyrant|Saturday Night Live|Marvel Studios Legends|How to Become a Cult Leader|Oz|Life As We Know It|MTV Movie & TV Awards|How to Become a Mob Boss|Saturday Night Live|Rick and Morty|Late Night with Seth Meyers|The Late Show with Stephen Colbert|Jimmy Kimmel Live!|Hot Ones|Dexter: Resurrection|Great Performances|Late Night with Seth Meyers,3.7375
Giancarlo Esposito,/MJOo4QZgMAb3y8QzOUDVFQusQZ.jpg,Giancarlo,Esposito,GE,1958-04-26,1958.0,"Copenhagen, Denmark",False,,The Usual Suspects|Maze Runner: The Scorch Trials,Nash Bridges|Third Watch|Law & Order|Revolution|Half & Half|Kidnapped|New Amsterdam|Ghost Whisperer|The $treet|CSI: Miami|The Division|Miami Vice|Bones|Las Vegas|The Eisen Hour|Soul Food|Supervillain: The Making of Tekashi 6ix9ine|New York Undercover|The Practice|The Equalizer|South Beach|DuckTales|Homicide: Life on the Street|Chicago Hope|Girls Club|Bakersfield P.D.|Criminal Minds: Suspect Behavior|Law & Order: Trial by Jury|5ive Days to Midnight|Street Time|Swift Justice|The Haunting Of...|Breaking Bad|Community|Show Me More|Allegiance|Drunk History|Late Night with Seth Meyers|The Get Down|Game Changer|Rebel|Kaleidoscope|The Boys Presents: Diabolical|Parish|Home Movie: The Princess Bride|Better Call Saul|Creature|The Game Awards|Law & Order|The Kelly Clarkson Show|Westworld|The Boys|Dallas & Robo|Godfather of Harlem|Jett|The Hunger|The Residence|Celebrity Ghost Stories|Fallen Angels|The Gentlemen|Marvel's Moon Girl and Devil Dinosaur|Better Call Saul Employee Training|Dear White People|The Jennifer Hudson Show|Creepshow|Leverage|Harley Quinn|Strong Medicine|Once Upon a Time|Miami Vice|The Broken and the Bad|Miami Vice|NYC 22|Touched by an Angel|Prime Rewind: Inside The Boys|The Boys|100 Centre Street|Disney Gallery / Star Wars: The Mandalorian|Conan|The Mandalorian|The Tonight Show Starring Jimmy Fallon|Leg Work|Click|By Whatever Means Necessary: The Times of Godfather of Harlem|Poker Face|Gen V|Nash Bridges|Talking Bad,3.7271
Martin Freeman,/nrO54AzrxiNgCjBUOSz6ebyxDZY.jpg,Martin,Freeman,MF,1971-09-08,1971.0,"Aldershot, Hampshire, England, UK",False,,The Hobbit: An Unexpected Journey|The Hobbit: The Desolation of Smaug|The Hobbit: The Battle of the Five Armies|Black Panther,"This Life|This Morning|Shooting Stars|Friday Night with Jonathan Ross|Hardware|The Bill|Lock, Stock...|The Office|Bruiser|DuckTales|Boy Meets Girl|Lily Allen and Friends|Sherlock|The Robinsons|You Have Been Watching|The Justin Lee Collins Show|I'm Running Sainsbury's|GMTV|Live from Studio Five|When Were We Funniest?|Angelyne|The Debt|Brian Pern: A Life in Rock|Marvel Studios Legends|Who Do You Think You Are?|Secret Invasion|Late Night with Seth Meyers|Alan Bennett's Talking Heads|StartUp|Comedy Showcase|Derren Brown: Trick or Treat|Toast of London|The One Show|The Responder|The Graham Norton Show|Fargo|Casualty|Never Mind the Buzzcocks|Saturday Night Live|Never Mind the Buzzcocks|Helen West|A Confession|Breeders|Fargo|Agatha Christie's Seven Dials|Black Books|Have I Got News for You|The Last Leg|The Jonathan Ross Show|Sunday with Laura Kuenssberg|Charles II: The Power and The Passion|Rob & Romesh Vs",3.7172
Javier Bardem,/p5xjCovj1uzvA2SXrWLH78Nh1Jf.jpg,Javier,Bardem,JB,1969-03-01,1969.0,"Las Palmas de Gran Canaria, Gran Canaria, Canary Islands, Spain",False,,No Country for Old Men|Skyfall|Pirates of the Caribbean: Dead Men Tell No Tales|Dune,Today|The Oscars|Live from E!|The Late Show with Stephen Colbert|The Tonight Show Starring Jimmy Fallon|Late Night with Seth Meyers|Home Movie: The Princess Bride|El pícaro|Crónicas del mal|Monsters: The Lyle and Erik Menendez Story|Segunda Enseñanza|Buenas noches y Buenafuente|The Graham Norton Show|Off Camera with Sam Jones|Lo + plus|Conan|Cape Fear|Variety Studio: Actors on Actors|El hormiguero|Conan O'Brien Must Go|La Noche D|Jeopardy!|The Ellen DeGeneres Show,3.7095
Zooey Deschanel,/30KQyjsXfrdm4Dcori7bDFTg9Le.jpg,Zooey,Deschanel,ZD,1980-01-17,1980.0,"Los Angeles, California, USA",False,,(500) Days of Summer,The Simpsons|New Girl|American Dad!|The Tonight Show with Jay Leno|Frasier|The Holiday Movies That Made Us|Late Night with Conan O'Brien|Tin Man|LIVE with Kelly and Mark|Tamron Hall|The Celebrity Dating Game|Saturday Night Live|Saturday Night Live|What Am I Eating? With Zooey Deschanel|Live from E!|Gone Mental with Lior|American Dad!|Late Night with Seth Meyers|RuPaul's Drag Race All Stars|Bones|Top Chef Masters|Brooklyn Nine-Nine|About Last Night|Physical|Who Do You Think You Are?|Veronica's Closet|Trixie Motel|Watch What Happens Live with Andy Cohen|Jimmy Kimmel Live!|StoryBots: Answer Time|RuPaul's Drag Race All Stars: UNTUCKED|Real Time with Bill Maher|Carpool Karaoke: The Series|Conan|Celebrity IOU|White House Christmas|Jimmy Kimmel Live!|Today with Hoda & Jenna|The Simpsons|The Kelly Clarkson Show|Teen Choice Awards|The Tonight Show Starring Jimmy Fallon|Cracking Up|Jimmy Kimmel Live!|The Late Late Show with James Corden|The Ellen DeGeneres Show|Conan,3.706
Logan Lerman,/wEte1WtpzwNzhA9adib1rJGbTvb.jpg,Logan,Lerman,LL,1992-01-19,1992.0,"Beverly Hills, California, USA",False,,The Perks of Being a Wallflower|Fury,Jack & Bobby|Hallmark Hall of Fame|10-8: Officers on Duty|Live from Studio Five|Teen Choice Awards|The Late Late Show with James Corden|The Tonight Show Starring Jimmy Fallon|Hunters|The Kelly Clarkson Show|We Were the Lucky Ones|Variety Studio: Actors on Actors|Only Murders in the Building,3.7015
James Spader,/uET0mbf2bMkUXbRb1Oxi8Qjqcw3.jpg,James,Spader,JS,1960-02-07,1960.0,"Boston, Massachusetts, USA",False,,Avengers: Age of Ultron,Seinfeld|The Ellen DeGeneres Show|The Daily Show|LIVE with Kelly and Mark|The View|The Tonight Show with Jay Leno|Frasier|The Practice|Late Night with Conan O'Brien|Discovery Atlas|Boston Legal|Celebrities Uncensored|The Late Late Show with Craig Ferguson|The Blacklist|The Family Tree|The Tonight Show Starring Jimmy Fallon|Late Night with Seth Meyers|The Reichen Show|The Frame|The Office|VisionQuest|Golden Globe Awards,3.6963
Riz Ahmed,/1uP9RaX7BGVx7XGTEmwObBJJzsC.jpg,Riz,Ahmed,RA,1982-12-01,1982.0,"Wembley, London, England, UK",False,,Nightcrawler|Rogue One: A Star Wars Story|Venom,The Late Show with Stephen Colbert|Dead Set|The Ellen DeGeneres Show|The Play's the Thing|Girls|The Late Late Show with James Corden|The Jonathan Ross Show|LIVE with Kelly and Mark|The Tonight Show Starring Jimmy Fallon|The Daily Show|Jimmy Kimmel Live!|The Oscars|The Night Of|Wired|The Path to 9/11|The OA|Variety Studio: Actors on Actors|Britz|Close Up with The Hollywood Reporter|The Big Narstie Show|Bait|Off Camera with Sam Jones|The Lateish Show with Mo Gilligan|The Graham Norton Show|Jimmy Kimmel Live!|10 Minute Tales,3.6803
Jeremy Renner,/yB84D1neTYXfWBaV0QOE9RF2VCu.jpg,Jeremy,Renner,JR,1971-01-07,1971.0,"Modesto, California, USA",False,,The Avengers|Mission: Impossible - Ghost Protocol|Avengers: Age of Ultron|Captain America: Civil War|Arrival|Avengers: Endgame,"House|CSI: Crime Scene Investigation|Angel|Mayor of Kingstown|Marvel Studios Assembled|WHIH Newsfront|Time of Your Life|The Net|The Unusuals|What If...?|The Daily Show|Marvel Studios Legends|LIVE with Kelly and Mark|Jimmy Kimmel Live!|Evening Urgant|Hot Ones|Rennervations|The Grand Tour|The Tonight Show Starring Jimmy Fallon|Incredible Animal Journeys|The World Wars|The Kelly Clarkson Show|Carpool Karaoke: The Series|Saturday Night Live|Hawkeye|Strange Luck|The Graham Norton Show|Louie|Celebrity IOU|People's Choice Awards|Deadly Games|The One Show|The Late Show with Stephen Colbert|LIVE with Kelly and Mark|The It Factor|It's Florida, Man.",3.6775
Timothy Olyphant,/7pHmRHE2wBNC9cBgNIRCBqFLoyZ.jpg,Timothy,Olyphant,TO,1968-05-20,1968.0,"Honolulu, Hawaii, USA",False,,Once Upon a Time... in Hollywood,Deadwood|Justified|Jimmy Kimmel Live!|My Name Is Earl|The Office|Samantha Who?|Damages|Hallmark Hall of Fame|High Incident|American Dad!|Daisy Jones & the Six|Rick and Morty|Archer|The Simpsons|Sex and the City|Late Night with Seth Meyers|The Grinder|The Book of Boba Fett|The Mindy Project|Mr. & Mrs. Smith|Santa Clarita Diet|The Great North|Justified: City Primeval|Alien: Earth|The Joel McHale Show with Joel McHale|Late Night with Conan O'Brien|Watch What Happens Live with Andy Cohen|Full Circle|The League|The Good Place|Curb Your Enthusiasm|The Wild West|Bubble Guppies|Fargo|The Mandalorian|Conan|Lucky|#1 Happy Family USA|The Five-Star Weekend|Stick|Late Night with Seth Meyers|The Ellen DeGeneres Show,3.6754
Rachel Weisz,/msTqKPA33ryVtcVNgOdeaJGYq16.jpg,Rachel,Weisz,RW,1970-03-07,1970.0,"Westminster, London, England, UK",False,,Black Widow,The Simpsons|The Ellen DeGeneres Show|Jimmy Kimmel Live!|The Daily Show|LIVE with Kelly and Mark|The View|The Tonight Show with Jay Leno|Inspector Morse|The Early Show|Late Night with Conan O'Brien|The Oscars|The Late Show with Stephen Colbert|Scarlet and Black|Dead Ringers|Marvel Studios Assembled|The Graham Norton Show|The Advocates|Variety Studio: Actors on Actors|What If...?|Close Up with The Hollywood Reporter|Vladimir|Jimmy Kimmel Live!,3.674
Minka Kelly,/A7k2z1JGuJwcrqMgCBqcPjzbLAL.jpg,Minka,Kelly,MK,1980-06-24,1980.0,"Los Angeles, California, USA",False,,(500) Days of Summer,What I Like About You|Entourage|Friday Night Lights|Parenthood|Charlie's Angels|Almost Human|Drake & Josh|Full Circle|Man Seeking Woman|The Path|Star Plates|Euphoria|Ransom Canyon|Jane the Virgin|Bull|Entertainment Tonight|Titans|American Dreams|The Kelly Clarkson Show|Jimmy Kimmel Live!|LIVE with Kelly and Mark|Cracking Up|People's Choice Awards,3.6733
Joseph Gordon-Levitt,/z2FA8js799xqtfiFjBTicFYdfk.jpg,Joseph,Gordon-Levitt,JG,1981-02-17,1981.0,"Los Angeles, California, USA",True,,Inception|The Dark Knight Rises|(500) Days of Summer|Looper,"That '70s Show|Murder, She Wrote|Family Ties|3rd Rock from the Sun|L.A. Law|China Beach|Roseanne|Quantum Leap|Dr. Quinn, Medicine Woman|The Powers That Be|Mr. Corman|A Little Late with Lilly Singh|Super Pumped: The Battle for Uber|Dark Shadows|Dark Shadows|The Outer Limits|LIVE with Kelly and Mark|Saturday Night Live|HitRECord on TV with Joseph Gordon-Levitt|Wolfboy and the Everything Factory|Numb3rs|Explained|The Muppets|Comedy Bang! Bang!|The Mindy Project|That's My Jam|The Outer Limits|The Late Show with Stephen Colbert|MTV Movie & TV Awards|The View|Made in Hollywood|Comrade Detective|The Kelly Clarkson Show|Drop the Mic|The Tonight Show Starring Jimmy Fallon|Running Wild with Bear Grylls|Teen Choice Awards|James Cameron's Story of Science Fiction|The Graham Norton Show|Amend: The Fight for America|Close Up with The Hollywood Reporter|Poker Face|Create Together|Nudes in the News|Off Camera with Sam Jones|Hot Ones|Conan|Click|Variety Studio: Actors on Actors|Golden Globe Awards|The Late Late Show with James Corden|The Ellen DeGeneres Show",3.6552
Jeff Bridges,/6ItMc51AeORUz6iIQxGnX3HEZaB.jpg,Jeff,Bridges,JB,1949-12-04,1949.0,"Los Angeles, California, USA",False,,The Big Lebowski|Iron Man|Kingsman: The Golden Circle,Inside the Actors Studio|The Ellen DeGeneres Show|The F.B.I.|The View|The Tonight Show with Jay Leno|The Eisen Hour|Faerie Tale Theatre|The Colbert Report|Sea Hunt|The Most Deadly Game|The Don Knotts Show|The Loner|The Lloyd Bridges Show|The Oscars|Good Day Live|GMTV|Live from Studio Five|Saturday Night Live|The Alec Baldwin Show|Late Night with Seth Meyers|Reading Rainbow|Flick Flack|The View|The Rosie O'Donnell Show|Scene by Scene|The Tonight Show Starring Jimmy Fallon|Watch What Happens Live with Andy Cohen|The Wonderful World of Disney|Lassie|Close Up with The Hollywood Reporter|Real Time with Bill Maher|Off Camera with Sam Jones|GQ Presents: Iconic Characters|Golden Globe Awards|Great Performances|The Old Man|Conan|The Late Show with Stephen Colbert|Golden Globe Awards|Parkinson|Golden Globe Awards|Variety Studio: Actors on Actors|Playhouse|Jimmy Kimmel Live!,3.6492
Piper Perabo,/5XrzISDEox0KubRDzJU668Oxmxy.jpg,Piper,Perabo,PP,1976-10-31,1976.0,"Dallas, Texas, USA",False,,The Prestige|Looper,House|Late Night with Conan O'Brien|The Big Leap|The Late Late Show with Craig Kilborn|Covert Affairs|Law & Order: Criminal Intent|Late Night with Seth Meyers|Yellowstone|Notorious|Billions|Indie Sex|The Reichen Show|Turn Up Charlie|Butterfly|Watch What Happens Live with Andy Cohen|Penny Dreadful: City of Angels|Go On|Grey's Anatomy,3.6455
James Franco,/bjmAntHGiibLZixH8nTNVBzaFQn.jpg,James,Franco,JF,1978-04-19,1978.0,"Palo Alto, California, USA",False,,Spider-Man|Spider-Man 3|Spider-Man 2|Rise of the Planet of the Apes,The Tony Danza Show|The Daily Show|LIVE with Kelly and Mark|Freaks and Geeks|The Early Show|The Tonight Show with Jay Leno|Profiler|The X-Files|30 Rock|The Colbert Report|Saturday Night Live|The Tonight Show Starring Jimmy Fallon|Hamish and Andy's Gap Year|Deadbeat|11.22.63|The Mindy Project|The Deuce|Hot Ones|Angie Tribeca|Pacific Blue|Close Up with The Hollywood Reporter|Late Night with Seth Meyers|Saturday Night Live|The Frame|Jimmy Kimmel Live!|Between Two Ferns with Zach Galifianakis|Marcians|Conan|To Serve and Protect|The Ellen DeGeneres Show,3.643
Vera Farmiga,/5Vs7huBmTKftwlsc2BPAntyaQYj.jpg,Vera,Farmiga,VF,1973-08-06,1973.0,"Clifton, New Jersey, USA",False,,The Departed|The Conjuring,Law & Order|UC: Undercover|Five Days at Memorial|Roar|Bates Motel|Boots|Trinity|Touching Evil|Late Night with Conan O'Brien|Philip K. Dick's Electric Dreams|Hallmark Hall of Fame|When They See Us|The Hire|Hawkeye|Halston|MTV Movie & TV Awards,3.6277
Nina Dobrev,/m54H3vU313OmICnC0EkYfSPPBFg.jpg,Nina,Dobrev,ND,1989-01-09,1989.0,"Sofia, Bulgaria",False,,The Perks of Being a Wallflower,Family Guy|Degrassi|Eleventh Hour|Good Mythical Morning|Conan|The Vampire Diaries|Teen Choice Awards|MTV Video Music Awards|The Daily Show|The Super Hero Squad Show|The Border|The Originals|Teen Choice Awards|Lip Sync Battle|MTV Movie & TV Awards|Project Runway|The Jennifer Hudson Show|The Tonight Show Starring Jimmy Fallon|Watch What Happens Live with Andy Cohen|Fam|Degrassi: Minis|The Vampire Diaries|MTV Europe Music Awards|Robot Chicken|Robot Chicken|Robot Chicken|Workaholics|The Grammys|Night Float|People's Choice Awards,3.6258
Michelle Monaghan,/c6xYsN4NPGkU50l2Lu2fbgZPjI1.jpg,Michelle,Monaghan,MM,1976-03-23,1976.0,"Winthrop, Iowa, USA",False,,Mr. & Mrs. Smith,HypaSpace|Law & Order: Special Victims Unit|Hack|Echoes|True Detective|Comedy Bang! Bang!|Bad Monkey|The Path|Talking with Chris Hardwick|Project Runway|The Kelly Clarkson Show|Messiah|Dead Talk Live|Boston Public|American Dad!|Off Camera with Sam Jones|The White Lotus|Young Americans|The Tonight Show Starring Jimmy Fallon|Entertainment Tonight|Untitled Hockey Series,3.6257
Steve Buscemi,/kFzw4U5pExnLKZWhR48VSzL8Fre.jpg,Steve,Buscemi,SB,1957-12-13,1957.0,"Brooklyn, New York City, New York, USA",False,,"The Big Lebowski|Reservoir Dogs|Monsters, Inc.|Monsters University",The Drew Carey Show|Mad About You|L.A. Law|The Daily Show|Miami Vice|Tales from the Crypt|The Equalizer|Neo Yokio|Homicide: Life on the Street|Monsters|Late Night with Conan O'Brien|The Henry Rollins Show|ER|Miracle Workers|Full Frontal with Samantha Bee|Last Week Tonight with John Oliver|Rick and Morty|Saturday Night Live|Lonesome Dove|Portlandia|Bupkis|Portlandia|Last Week Tonight with John Oliver|Park Bench with Steve Buscemi|Digman!|Late Night with Seth Meyers|Saturday Night Live|StoryBots: Answer Time|Horace and Pete|Portlandia|Philip K. Dick's Electric Dreams|Bob's Burgers|Who Do You Think You Are?|Krapopolis|Tanner on Tanner|Miracle Workers|The Tonight Show Starring Jimmy Fallon|Broad City|German Film Award|30 Rock|The Late Show with Stephen Colbert|Curb Your Enthusiasm|Monsters at Work|Miracle Workers|Miracle Workers|Unbreakable Kimmy Schmidt|Fantasmas|Unbreakable Kimmy Schmidt|Boardwalk Empire|Scooby-Doo and Guess Who?|The Simpsons|The Simpsons|The Sopranos|Conan|Talking Sopranos|The Studio|Omnibus|Poker Face|Big Mouth|Wednesday|Tales from the Crypt - Uncut,3.6256
Rooney Mara,/zT6UyHFHEQ9RcKykplWCycKBnoS.jpg,Rooney,Mara,RM,1985-04-17,1985.0,"Bedford, New York, USA",False,,The Social Network|Her,Law & Order: Special Victims Unit|The Oscars|Variety Studio: Actors on Actors,3.6201
Dermot Mulroney,/zemTC606JcuMgIGbJMYAocrS5Gm.jpg,Dermot,Mulroney,DM,1963-10-31,1963.0,"Alexandria, Virginia, USA",False,,Zodiac,The Ellen DeGeneres Show|The Tony Danza Show|New Girl|Jimmy Kimmel Live!|The Batman|Fame|Friends|The View|The Colbert Report|Late Night with Conan O'Brien|Ghosts of Beirut|Saturday Night Live|Crisis|The Righteous Gemstones|Secret Invasion|Pure Genius|Arrested Development|The Jennifer Hudson Show|The Cars That Made America|Homecoming|American Horror Story|Watch What Happens Live with Andy Cohen|The Hunting Wives|To Tell the Truth|Station 19|The Purge|Amend: The Fight for America|American Dad!|Prodigal Son|Mozart in the Jungle|Shameless|Rob Riggle's Ski Master Academy|Hanna|Messiah|That One Time|The Eric Andre Show|Chicago Fire|Chicago Med|Chicago P.D.|Soundbreaking|Family Pictures,3.6121
Pom Klementieff,/hfUKAI2kXTMMWjno0i4sLPJud5N.jpg,Pom,Klementieff,PK,1986-05-03,1986.0,"Québec City, Québec, Canada",False,,Guardians of the Galaxy Vol. 2,"Pigalle, la nuit|Marvel Studios Legends|Black Mirror|Westworld|Acting for a Cause|The Kelly Clarkson Show",3.6046
Michelle Rodriguez,/wVcbrae4eRqGMFZz8Eh52Dl1biP.jpg,Michelle,Rodriguez,MR,1978-07-12,1978.0,"Bexar County, Texas, USA",False,,The Fast and the Furious|Avatar|Fast & Furious 6|Furious 7|The Fate of the Furious,The Ellen DeGeneres Show|Jimmy Kimmel Live!|Punk'd|Icons|The Tonight Show with Jay Leno|Robert Kirkman's Secret History of Comics|Tamron Hall|Finding Your Roots|Top Gear|Celebrities Uncensored|Lost|Getaway Driver|Cardi Tries|The Kelly Clarkson Show|Running Wild with Bear Grylls|Barmageddon|Martha & Snoop's Potluck Dinner Party|The View|Snakes and Ladders|Women Wearing Shoulder Pads|Germany's Next Topmodel,3.5839
Robert Sean Leonard,/jXehZM0AWLJ2OIz4o0jFtHEzcMI.jpg,Robert,Leonard,RSL,1969-02-28,1969.0,"Westwood, New Jersey, USA",True,,Dead Poets Society,House|Hallmark Hall of Fame|Wasteland|The Outer Limits|The Blacklist|The Good Wife|Tony Awards|The Gilded Age|Law & Order: Special Victims Unit|Going Live!|Battle Creek|The Hot Zone|The Good Doctor|The Comedy Factory|Working Shakespeare|Falling Skies,3.5785
Sophie Marceau,/fnETHvczvqpmG0TxrSxeUUKR8Z.jpg,Sophie,Marceau,SM,1966-11-17,1966.0,"Paris, France",False,,Braveheart,Victoires de la musique|Samedi Sébastien|Descente de Police|Wild France|Spécial cinéma|Le Grand Échiquier|Goldene Kamera|Champs-Elysées|Il était une fois Champs-Élysées|Stars 90|Sacrée Soirée|Le Cercle,3.5722
Keith David,/hwykAZLSIP5Cb2bbauZ4CEEmq0u.jpg,Keith,David,KD,1956-06-04,1956.0,"Harlem, Manhattan, New York City, New York, USA",False,,Mr. & Mrs. Smith,"The Job|Arli$$|Grey's Anatomy|Numb3rs|CSI: Crime Scene Investigation|Teen Titans|Gargoyles|Gargoyles|The Legend of Tarzan|Everwood|The Young Indiana Jones Chronicles|Disney's House of Mouse|E! True Hollywood Story|Aladdin|Fantastic Four|Close Enough|New York Undercover|Canterbury's Law|Mr. Robot|The Equalizer|Creepshow|7th Heaven|Hallelujah!|The Big House|DuckTales|ER|Community|We Bare Bears|Spawn|Hot Pursuit|Muhammad Ali|Extant|The Outer Limits|Central Park|Unforgivable Blackness: The Rise and Fall of Jack Johnson|The Oldest Rookie|Amphibia|The Bible|Rick and Morty|The Cape|Enlisted|Justice League|Community|Scorpion|NOVA|Love Life|DC's Stargirl|Nature|Mark Twain|Greenleaf|Silent Service|Justified: City Primeval|Big Time in Hollywood, Fl|Young Justice|Star vs. the Forces of Evil|My Dad the Bounty Hunter|Hercules|Egypt's Golden Empire|The Flash|Greatest Geek Year Ever! 1982|Krapopolis|True Lies|Adventure Time|Reading Rainbow|Hazbin Hotel|American Dad!|The War|Kulipari: An Army of Frogs|Jackie Robinson|Belle's|Jazz|Not for Ourselves Alone: The Story of Elizabeth Cady Stanton & Susan B. Anthony|Future Man|Person of Interest|Baseball|Stretch Armstrong & the Flex Fighters|The 101 Scariest Horror Movie Moments of All Time|Spider-Man: The New Animated Series|Craig of the Creek|Law & Order|Once Upon a Time in Wonderland|Summer Camp Island|Summer Camp Island|Champaign Ill|The Monday Night War: WWE vs. WCW|From Scratch|Dead Talk Live|The Last Kids on Earth|Teenage Mutant Ninja Turtles|Firebuds|Speechless|BoJack Horseman|Psych|Woke|Adventure Time|Leonardo da Vinci|Leverage: Redemption|Duster|NCIS: New Orleans|black-ish|Hawaii Five-0|Touch|Fresh Off the Boat|MacGyver|Rick and Morty|Rick and Morty|Uncle Grandpa|Archer|Family Guy|Kite Man: Hell Yeah!|Masters of the Universe: Revolution|Liverspots and Astronots|The Lowdown|Marvel's Hit-Monkey|Invincible Fight Girl|American Experience|Abbott Elementary|Invincible Fight Girl|Cold Case Files: Murder in the Bayou|High Potential|Baseball: The Tenth Inning|Oh My God... Yes! A Series of Extremely Relatable Circumstances|Kingdom of David: The Saga of the Israelites|Chibiverse|Family Guy|Tony Awards|President Curtis|Strip Law|Haunted Hotel|E.B. White's Charlotte's Web|Teen Titans Go!|The American Revolution|Rapunzel's Tangled Adventure|I Love LA|The Crusades: Crescent and the Cross|The Oscars",3.5643
Omar Sy,/ftoP3CMC4ob8VJAu1gEHSC714K5.jpg,Omar,Sy,OS,1978-01-20,1978.0,"Trappes, Yvelines, France",False,,The Intouchables|X-Men: Days of Future Past|Jurassic World,"Lupin|Fort Boyard|Fish 'n' Chips|C ce soir, le débat|Salut les Terriens !|SAV des émissions|Bref|Moot-Moot|Cannes Festival|Moot-Moot|La Cape et l'épée|N'oubliez pas les paroles - Primes événementiels|Jimmy Kimmel Live!|Morgenmagazin|Face the Classroom|Humberto|Quotidien|Beau geste|Mercenary: An Extraction Series|The Apartment|Faut Voir - L'hebdo cinéma|Sherri|The Kelly Clarkson Show|The A Talks|Bonsoir !|On n'est pas couché|Couch by Lena Situations|Jimmy Kimmel Live!",3.5602
